id,cultivo
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
692,2
693,2
694,2
695,2
696,2
697,2
698,2
699,2
700,2
701,2
702,2
703,2
704,2
705,2
706,2
707,2
708,2
709,2
710,2
711,2
712,2
713,2
714,2
715,2
716,2
763,2
764,2
765,2
766,2
767,2
768,2
769,2
770,2
771,2
772,2
773,2
774,2
775,2
776,2
777,2
778,2
779,2
780,2
781,2
782,2
783,2
784,2
785,2
786,2
787,2
788,2
789,2
790,2
791,2
792,2
793,2
794,2
795,2
796,2
797,2
798,2
799,2
800,2
801,2
802,2
803,2
804,2
805,2
806,2
807,2
808,2
809,2
908,2
909,2
910,3
911,2
912,2
913,2
914,2
915,3
916,2
917,2
918,2
919,2
920,3
921,3
922,3
923,2
924,2
925,2
926,2
927,2
928,2
929,2
930,2
931,2
1078,3
1079,3
1080,3
1081,3
1082,3
1083,3
1084,3
1085,3
1086,3
1087,3
1088,3
1089,3
1090,3
1091,3
1092,3
1093,3
1094,3
1095,3
1096,3
1097,3
1098,3
1099,3
1100,3
1101,3
1102,3
1464,4
1465,4
1466,4
1467,4
1468,4
1469,4
1470,4
1471,4
1472,4
1473,4
1474,4
1475,4
1476,4
1477,4
1478,4
1479,4
1480,4
1481,4
1482,1
1483,4
1484,4
1485,4
1486,4
1487,4
1607,3
1608,3
1609,3
1610,3
1611,3
1612,3
1613,3
1614,3
1615,3
1616,3
1617,3
1618,3
1619,3
1620,3
1621,3
1622,3
1623,3
1624,3
1625,3
1626,3
1627,3
1628,3
1629,3
1630,3
1631,3
1748,5
1749,5
1750,5
1751,5
1752,5
1753,5
1754,5
1755,5
1756,5
1757,5
1758,5
1759,5
1760,5
1761,5
1762,5
1763,5
1764,5
1765,5
1766,5
1767,5
1768,5
1769,5
1770,5
1820,5
1821,5
1822,5
1823,5
1824,5
1825,5
1826,5
1827,5
1828,5
1829,3
1830,5
1831,5
1832,5
1833,5
1834,3
1835,5
1836,5
1837,5
1838,5
1839,5
1840,5
1841,3
1842,5
1843,5
1844,5
1845,5
1846,5
1847,5
1848,5
1849,5
1850,3
1851,5
1852,5
1853,5
1854,5
1855,5
1856,5
1857,3
1858,3
1859,5
1860,5
1861,5
1862,5
1863,5
1864,3
1865,3
2165,2
2166,2
2167,2
2168,2
2169,2
2170,2
2171,2
2172,2
2173,2
2174,2
2175,2
2176,2
2177,2
2178,2
2179,2
2180,2
2181,2
2182,2
2183,2
2184,2
2185,2
2333,2
2334,2
2335,2
2336,2
2337,2
2338,2
2339,2
2340,2
2341,2
2342,2
2343,2
2344,2
2345,2
2346,2
2347,2
2348,2
2349,2
2350,2
2351,2
2352,2
2353,2
2354,2
2401,3
2402,3
2403,3
2404,3
2405,3
2406,3
2407,3
2408,3
2409,3
2410,3
2411,3
2412,3
2413,3
2414,3
2415,3
2416,3
2417,3
2418,3
2419,3
2420,3
2421,3
2422,3
2423,3
2424,3
2425,3
2615,3
2616,1
2617,1
2618,1
2619,1
2620,3
2621,3
2622,1
2623,1
2624,1
2625,1
2626,1
2627,2
2628,1
2629,3
2630,3
2631,1
2632,2
2633,3
2634,3
2635,1
2636,1
2637,1
2783,3
2784,3
